rxns	l_pac	n_butanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	s_reticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelic_acid	cinnamate	mandelic_acid	coumaric_acid	rosmarinic_acid	salidroside	tyrosol	vanillin_beta_glucoside	beta_ionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	adipic_acid	cis_muconate	itaconic_acid	caffeic_acid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaric_acid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	beta_carotene	artemisinic_acid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	beta_amyrin	glycyrrhetinic_acid	lycopene	miltiradiene	nootkatone	squalene	taxadien_alpha_yl_acetate	valencene
r_0059No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0060No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0061No1	0.0158720815308667	0.0160711562819094	0.016121262161508	0.0161126645672987	0.0161126645672987	0.0161126645672985	0.433310244660918	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672986	0.0161126645672986	0.0161126645672988	0.0161126645672987	0.0161189125059924	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672986	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672986	0.406122298506227	0.0161126645672988	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161827733373499	0.0161126645672987	0.01618277333735	0.0161126645672988	0.0161126645672986	0.00193274741857	0.00193274741857021	0.0161126645672988	0.0161126645672986	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0322094958097031	0.0161126645672987	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0162249766241013	0.0161126645672988	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0255288783883037	0.0161126645672986	0.0161126645672986	0.0161126645672987	0.0161126645672986	0.0161126645672987	0.0161126645672986	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672987	0.0161126645672988	0.0161126645672986	0.0161126645672987	0.0161126645672986	0.0161286713740139	0.0161126645672987	0.0161126645672988
arm_r_0062	0	0	0	0	0	0	0	0.516273829141574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0062No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0062No2	0	0	0	0	0	0	0	0.516273829141574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0062No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0063No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0064No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0064No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0064No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0064No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0065No1	0.0141531353541192	0.0143306503127979	0.0143753297264347	0.0143676632515412	0.287552006566928	0.0143676632515411	0.0143676632515412	0.0143676632515413	0.0165276278131328	0.0150467697147158	0.014845264118736	0.0143676632515411	0.0143676632515413	0.0143676632515412	0.014373234538574	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0143676632515411	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0143676632515414	0.0143676632515412	0.0143676632515413	0.0143676632515412	0.0143676632515413	0.0143676632515413	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0143676632515412	0.284129869123821	0.0143676632515413	0.0143676632515413	0.0143676632515412	0.230094040516492	0.297288630653488	0.0143676632515413	0.0143676632515413	0.310318542345902	0.284129869123823	0.295809734241757	0.14109440123622	0.251038125965838	0	0	0.0143676632515413	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0147501423924015	0.0150021199520339	0.0146854707801235	0.0143676632515412	0.0143676632515413	0.0143676632515412	0.0143676632515413	0.0287212079270218	0.0143676632515413	0.0165490195649561	0.0158414984139492	0.0163755095787883	0.0169136090654789	0.0163753646768031	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0159219548824568	0.0143676632515412	0.0144678119143827	0.0143676632515414	0.0143676632515412	0.0143676632515413	0.0143676632515413	0.0143676632515412	0.0143676632515413	0.0143676632515413	0.0227641012658522	0.0356809692778092	0.0143676632515411	0.0207033922032705	0.0143676632515412	0.0143676632515413	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0143676632515413	0.0143676632515413	0.0143676632515412	0.0143676632515413	0.0143676632515413	0.0143676632515412	0.0143676632515412	0.0143676632515412	0.0143676632515413	0.0143676632515412	0.0143676632515412	0.0143676632515411	0.0143819365213443	0.0143676632515413	0.0143676632515413
r_0066No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0067No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0068No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2886919692403	0.0740506904131242	0.0741254509819952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0760734139286787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0069No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0072No1	0	0	0	0	0	0	0.417197580093619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0073No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0073No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0074No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0075No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752162213734182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304463486439648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0076No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0076No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0077No1	0	0	0	0	0	0	0	0	0	0	0	0	0.51020547623162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0078No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0078No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0079No1	0.00411990554031938	0.00417157923971137	0.00418458518921851	0.00418235351746489	0.00418235351746368	0.00418235351746699	0.00418235351746331	0.00418235351746386	0.00418235351746644	0.0041823535174632	0.00418235351746466	0.00418235351746473	0.514387829749086	0.481400948115578	0.00418397529071377	0.00418235351746599	0.00418235351746434	0.00418235351746312	0.00418235351746698	0.00418235351746371	0.00418235351746106	0.00418235351746372	0.00418235351746429	0.00418235351746388	0.00418235351746432	0.00418235351746416	0.00418235351746239	0.00418235351746591	0.00418235351746381	0.00418235351746432	0.00418235351746396	0.00418235351746641	0.00418235351746473	0.00418235351746587	0.00418235351746303	0.00418235351746587	0.00418235351746432	0.00418235351746465	0.00418235351746621	0.00418235351746477	0.0042005516038109	0.00418235351746406	0.00420055160380883	0.00418235351746392	0.00418235351746548	0.00569306851331493	0.0056930685133183	0.00418235351746521	0.00418235351746631	0.00418235351746642	0.00418235351746521	0.00456483265832558	0.00481681021795577	0.00450016104604746	0.00418235351746381	0.00418235351746446	0.00418235351746616	0.00418235351746423	0.00836059718942345	0.00418235351746297	0.0041823535174661	0.00418235351746298	0.00418235351746613	0.00418235351746632	0.00418235351746479	0.0041823535174642	0.00418235351746343	0.00418235351746731	0.00418235351746521	0.00418235351746729	0.00421150628259812	0.00418235351746416	0.00418235351746446	0.00418235351746232	0.00418235351746264	0.00418235351746621	0.00418235351746432	0.00418235351746382	0.00662651381330015	0.00418235351746624	0.0041823535174661	0.00418235351746402	0.00418235351746448	0.00418235351746514	0.00418235351746519	0.00418235351746799	0.00418235351746284	0.00418235351746432	0.00418235351746415	0.00418235351746473	0.00418235351746316	0.00418235351746307	0.00418235351746426	0.00418235351746336	0.00418235351746606	0.0041823535174647	0.00418235351746385	0.00418235351746405	0.00418235351746675	0.00418650839353225	0.00418235351746304	0.00418235351746557
arm_r_0080	0.00821643948609753	0.00832276480806082	0.00834543186613225	0.00834426069117095	0.00834426069117099	0.00834426069117089	0.00834426069117095	0.00834426069117098	0.0115809280249459	0.00969919410890798	0.00881858204975358	0.516605809519988	0.00834426069117101	0.00834426069117097	0.00834421552898582	0.0150872629307836	0.00834426069117097	0.00830122867724183	0.00830122867708614	0.0083012286772057	0.00830122867723086	0.00830122867726315	0.00834426069117105	0.00834426069117097	0.00830122867719207	0.00830122867722608	0.00830122867721766	0.00834426069117099	0.00834426069117093	0.00834426069117096	0.00830122867726311	0.337469531521889	0.00834426069117101	0.00834426069117099	0.00830122867732877	0.00834426069117097	0.00834426069117096	0.00834426069117097	0.00834426069117098	0.00834426069117099	0.00838056789856061	0.00834426069117097	0.00838056789856068	0.0083409811825588	0.00834098118255872	0	0	0.0100399310012008	0.00834098118255872	0.00834426069117095	0.00834426069117096	0.00834098118255878	0.00834098118255877	0.00834098118255875	0.00834426069117096	0.00834426069117102	0.00834426069117097	0.00834426069117099	0.016911623334941	0.0605401329776695	0.00834098118255872	0.00834098118255878	0.00834098118255879	0.00834098118255882	0.00834098118255876	0.00834426069117097	0.00834426069117096	0.00834426069117104	0.00834098118255878	0.00834426069117097	0.00840242370181445	0.00834426069117105	0.00834426069117097	0.00834426069117099	0.008344260691171	0.00834426069117098	0.008344260691171	0.00834098118255878	0.013220632474255	0.00834098118255872	0.00834098118255871	0.00834098118255876	0.00834098118255874	0.008344260691171	0.00834426069117097	0.00834426069117095	0.00834426069117106	0.00834426069117099	0.00834098118255877	0.00834098118255875	0.00834098118255877	0.00834098118255877	0.00834098118255876	0.008344260691171	0.00834426069117095	0.00834098118255881	0.00834098118255874	0.00834098118255875	0.00834098118255871	0.00835255013128851	0.00834098118255878	0.00834098118255882
r_0080No1	0.00821643948609753	0.00832276480806082	0.00834543186613225	0.00834426069117095	0.00834426069117099	0.00834426069117089	0.00834426069117095	0.00834426069117098	0.0115809280249459	0.00969919410890798	0.00881858204975358	0.516605809519988	0.00834426069117101	0.00834426069117097	0.00834421552898582	0.0150872629307836	0.00834426069117097	0.00830122867724183	0.00830122867708614	0.0083012286772057	0.00830122867723086	0.00830122867726315	0.00834426069117105	0.00834426069117097	0.00830122867719207	0.00830122867722608	0.00830122867721766	0.00834426069117099	0.00834426069117093	0.00834426069117096	0.00830122867726311	0.337469531521889	0.00834426069117101	0.00834426069117099	0.00830122867732877	0.00834426069117097	0.00834426069117096	0.00834426069117097	0.00834426069117098	0.00834426069117099	0.00838056789856061	0.00834426069117097	0.00838056789856068	0.0083409811825588	0.00834098118255872	0	0	0.0100399310012008	0.00834098118255872	0.00834426069117095	0.00834426069117096	0.00834098118255878	0.00834098118255877	0.00834098118255875	0.00834426069117096	0.00834426069117102	0.00834426069117097	0.00834426069117099	0.016911623334941	0.0605401329776695	0.00834098118255872	0.00834098118255878	0.00834098118255879	0.00834098118255882	0.00834098118255876	0.00834426069117097	0.00834426069117096	0.00834426069117104	0.00834098118255878	0.00834426069117097	0.00840242370181445	0.00834426069117105	0.00834426069117097	0.00834426069117099	0.008344260691171	0.00834426069117098	0.008344260691171	0.00834098118255878	0.013220632474255	0.00834098118255872	0.00834098118255871	0.00834098118255876	0.00834098118255874	0.008344260691171	0.00834426069117097	0.00834426069117095	0.00834426069117106	0.00834426069117099	0.00834098118255877	0.00834098118255875	0.00834098118255877	0.00834098118255877	0.00834098118255876	0.008344260691171	0.00834426069117095	0.00834098118255881	0.00834098118255874	0.00834098118255875	0.00834098118255871	0.00835255013128851	0.00834098118255878	0.00834098118255882
r_0080No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0081No1	3.43112446049654e-07	3.47415915928142e-07	3.48499072593958e-07	3.48313215334243e-07	3.48313215334244e-07	3.4831321533424e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334246e-07	3.48313215334244e-07	3.48313215334242e-07	3.48313215334241e-07	3.48313215334245e-07	3.48313215334244e-07	3.48448279252847e-07	3.48313215334241e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334241e-07	3.48313215334242e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334247e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334242e-07	3.48313215334243e-07	3.48313215334246e-07	3.48313215334242e-07	3.48313215334245e-07	3.48313215334244e-07	3.48313215334245e-07	3.48313215334244e-07	3.48313215334243e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334244e-07	3.49828781615517e-07	3.48313215334244e-07	3.49828781615519e-07	3.48313215334245e-07	3.48313215334242e-07	4.74128021629679e-07	4.74128021629683e-07	3.48313215334245e-07	3.48313215334242e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334243e-07	3.48313215334243e-07	3.48313215334245e-07	3.48313215334243e-07	3.48313215334244e-07	6.96284156038471e-07	3.48313215334244e-07	3.48313215334242e-07	3.48313215334244e-07	3.48313215334245e-07	3.48313215334246e-07	3.48313215334243e-07	3.48313215334243e-07	3.48313215334243e-07	3.48313215334246e-07	3.48313215334244e-07	3.48313215334243e-07	3.50741105113884e-07	3.48313215334247e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334245e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334244e-07	5.51866867094951e-07	3.48313215334242e-07	3.48313215334241e-07	3.48313215334244e-07	3.48313215334242e-07	3.48313215334245e-07	3.48313215334242e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334244e-07	3.48313215334243e-07	3.48313215334244e-07	3.48313215334243e-07	3.48313215334245e-07	3.48313215334242e-07	3.48313215334243e-07	3.48313215334241e-07	3.48659240182642e-07	3.48313215334244e-07	3.48313215334246e-07
r_0082No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0083No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0084No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0085No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0086No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752162213734182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304463486439648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0087No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752162213734182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304463486439648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
